GeneID,Chr,Start,End,Strand,Length,Eagle_002_lps,Eagle_004_lps,Eagle_006_lps,Eagle_007_lps,Eagle_008_lps,Eagle_012_lps,Eagle_013_lps,Eagle_014_lps,Eagle_015_lps,Eagle_020_lps,Eagle_021_lps,Eagle_022_lps
PHF21A,NW_010973132.1,2914875,3013412,-,98538,1773,3080,44,1610,246,166,579,188,345,193,2501,511
CREB3L1,NW_010973132.1,3111903,3131673,+,19771,453,21,1,17,5,1,4,1,17,4,42,12
DGKZ,NW_010973132.1,3145808,3192048,+,46241,1227,834,9,300,54,39,145,25,52,33,422,125
MDK,NW_010973132.1,3196067,3200330,+,4264,99,2,0,3,0,0,1,0,1,0,9,6
CHRM4,NW_010973132.1,3202825,3204297,-,1473,38,4,0,1,3,1,1,1,0,1,0,1
AMBRA1,NW_010973132.1,3235021,3369152,-,134132,2943,8171,126,8364,1173,855,2786,2124,7715,853,4774,6152
HARBI1,NW_010973132.1,3371694,3374575,-,2882,73,91,2,76,11,12,45,24,119,9,40,56
ATG13,NW_010973132.1,3375482,3396736,+,21255,507,4145,61,5252,665,574,1508,1576,5104,398,2989,3852
ARHGAP1,NW_010973132.1,3402708,3423978,-,21271,548,1453,31,2023,291,223,628,605,1745,188,1165,1465
ZNF408,NW_010973132.1,3425762,3431727,+,5966,168,472,6,721,110,105,238,262,707,71,382,556
F2,NW_010973132.1,3437943,3447953,+,10011,207,88,1,95,19,13,31,27,89,10,67,71
CKAP5,NW_010973132.1,3449337,3503661,-,54325,1123,3936,66,4884,536,455,1361,1074,3512,404,2159,3094
LRP4,NW_010973132.1,3507647,3588814,-,81168,1713,260,7,73,7,3,21,12,43,3,114,23
LOC104839693,NW_010973132.1,3602966,3688993,+,86028,1698,1009,20,1092,144,129,324,283,899,90,583,713
ARFGAP2,NW_010973132.1,3690267,3700613,-,10347,338,2213,33,3101,383,349,847,951,3300,222,1737,2479
PACSIN3,NW_010973132.1,3710942,3732154,-,21213,492,613,13,804,93,48,160,91,145,38,337,241
DDB2,NW_010973132.1,3737151,3752705,+,15555,370,1076,23,1962,191,107,286,351,988,141,763,1075
ACP2,NW_010973132.1,3752769,3762089,-,9321,262,1493,23,1576,221,207,423,411,1385,111,849,1149
NR1H3,NW_010973132.1,3762215,3792226,+,30012,893,4113,54,3862,532,443,1431,932,3533,391,2675,2497
MADD,NW_010973132.1,3799415,3871018,+,71604,1573,7187,97,8366,985,698,2474,2205,6903,714,4736,6406
MYBPC3,NW_010973132.1,3881381,3942671,-,61291,1053,88,1,70,8,8,34,19,77,3,84,25
SPI1,NW_010973132.1,3953407,3974111,-,20705,443,1786,28,661,70,87,214,67,75,42,1005,219
SLC39A13,NW_010973132.1,4013923,4028777,+,14855,413,2033,32,2872,327,287,675,727,2102,197,1328,2271
LOC104839756,NW_010973132.1,4034752,4043707,+,8956,239,136,2,143,28,16,87,46,278,10,99,125
PSMC3,NW_010973132.1,4043555,4049952,-,6398,354,1502,25,2180,347,312,684,697,2505,187,1158,1861
RAPSN,NW_010973132.1,4050353,4061528,-,11176,307,378,5,329,62,65,192,118,636,42,272,305
CELF1,NW_010973132.1,4072531,4096012,-,23482,586,5172,92,6025,688,509,1560,1401,4364,422,2946,3898
PTPMT1,NW_010973132.1,4129455,4132185,+,2731,80,136,3,142,23,25,57,47,167,13,84,113
KBTBD4,NW_010973132.1,4132246,4137790,-,5545,118,301,3,394,60,61,128,106,458,27,188,359
NDUFS3,NW_010973132.1,4139514,4146637,+,7124,224,547,10,856,92,84,157,158,593,44,354,522
FAM180B,NW_010973132.1,4152683,4155716,+,3034,92,2,0,1,0,0,0,0,3,0,9,0
C1QTNF4,NW_010973132.1,4158364,4159896,-,1533,153,0,0,1,1,1,0,2,3,0,4,1
FUT8,NW_010973132.1,4330075,4394597,+,64523,846,1096,19,371,90,46,309,43,101,54,654,184
LOC104839759,NW_010973132.1,4715071,4725821,-,10751,206,2,0,9,0,0,2,1,5,0,11,2
SYT13,NW_010973132.1,4744670,4758984,+,14315,328,25,1,15,4,1,4,0,6,2,23,10
PRDM11,NW_010973132.1,4775456,4802563,-,27108,459,510,10,345,63,50,125,18,55,33,381,108
LOC104839714,NW_010973132.1,4787402,4793047,-,5646,0,0,0,0,0,0,0,0,0,0,0,0
TP53I11,NW_010973132.1,4947438,4952460,+,5023,140,8,0,5,3,1,1,1,2,2,19,3
TSPAN18,NW_010973132.1,4959582,4982828,-,23247,489,11,0,22,3,4,16,4,16,5,51,16
CD82,NW_010973132.1,5153745,5174465,-,20721,553,1058,25,1063,170,101,406,276,803,88,855,849
ALX4,NW_010973132.1,5358419,5396752,+,38334,974,22,0,29,7,4,12,1,45,4,99,15
EXT2,NW_010973132.1,5405472,5486901,-,81430,1625,3737,60,4479,596,402,1233,1167,3978,449,2552,3320
ACCS,NW_010973132.1,5494670,5509912,-,15243,348,155,2,127,16,16,35,33,91,10,70,110
LOC104839721,NW_010973132.1,5575102,5575541,-,440,14,0,0,0,0,0,0,0,0,0,2,1
ALKBH3,NW_010973132.1,5587273,5609494,-,22222,478,945,15,1373,185,108,324,314,1105,73,676,737
HSD17B12,NW_010973132.1,5610882,5708146,-,97265,2616,1556,30,1293,167,153,500,360,1156,117,1158,1118
LOC104839723,NW_010973132.1,5709359,5721826,-,12468,297,67,1,72,8,4,37,27,76,10,46,62
TTC17,NW_010973132.1,5817020,5879120,-,62101,1195,2791,37,2925,390,296,974,820,2927,255,1842,2345
API5,NW_010973132.1,5881548,5897070,-,15523,537,10533,139,12127,1472,975,3438,2616,9568,945,5292,7494
LOC104839762,NW_010973133.1,590,1676,+,1087,23,1,0,1,2,0,1,1,3,1,3,2
KDM6A,NW_010973138.1,25191,152903,+,127713,2929,23918,413,28475,3280,2429,8572,6722,22648,2461,15568,18045
LOC104839766,NW_010973138.1,170175,186099,-,15925,426,523,8,294,66,96,107,12,24,20,412,101
ICOSLG,NW_010973138.1,615743,625323,+,9581,255,178,4,94,21,12,32,10,16,9,112,36
LOC104839767,NW_010973138.1,673398,678810,+,5413,105,89,1,40,12,12,23,12,61,7,50,30
LOC104839834,NW_010973138.1,685278,690181,-,4904,118,596,15,625,82,70,219,232,773,63,462,606
PWP2,NW_010973138.1,693621,712712,-,19092,342,646,12,710,168,89,246,222,770,66,512,794
TRAPPC10,NW_010973138.1,713393,756721,-,43329,769,2484,52,3210,298,259,817,758,2516,216,1579,2230
AGPAT3,NW_010973138.1,778803,829261,-,50459,1057,1322,23,915,94,51,207,195,477,69,331,391
PDXK,NW_010973138.1,936628,981319,-,44692,957,3856,58,813,132,86,373,126,237,68,1306,583
RRP1B,NW_010973138.1,997769,1019657,-,21889,602,3074,62,4767,473,310,1246,943,2738,405,2032,2321
HSF2BP,NW_010973138.1,1022879,1055157,+,32279,541,53,2,31,6,3,7,4,23,3,26,7
SIK1,NW_010973138.1,1146992,1160291,+,13300,545,6148,165,12036,665,291,4222,1370,3883,605,2603,2964
CRYAA,NW_010973138.1,1316079,1318902,-,2824,65,1,0,2,0,0,0,1,1,0,3,0
U2AF1,NW_010973138.1,1343562,1362070,+,18509,383,2796,29,3021,330,282,865,633,2187,225,1597,1823
LOC104839777,NW_010973138.1,1362077,1396666,+,34590,767,516,5,379,64,60,147,127,382,56,258,384
LOC104839779,NW_010973138.1,1410056,1432559,+,22504,559,11,0,14,2,3,5,3,16,1,21,11
PKNOX1,NW_010973138.1,1451002,1493700,-,42699,740,6323,101,7527,818,687,2126,1615,5080,645,2813,3837
NDUFV3,NW_010973138.1,1511539,1523916,-,12378,258,719,17,926,141,75,322,200,671,58,388,499
WDR4,NW_010973138.1,1526035,1544884,+,18850,400,955,17,1771,113,83,387,271,851,109,507,691
PDE9A,NW_010973138.1,1565294,1614700,-,49407,1122,284,9,212,38,35,119,58,193,21,211,131
SLC37A1,NW_010973138.1,1628848,1667240,-,38393,829,4092,48,3853,417,276,1118,1173,2848,356,1940,2777
RSPH1,NW_010973138.1,1678992,1686919,+,7928,143,3,0,3,2,0,1,0,2,0,4,1
UBASH3A,NW_010973138.1,1697978,1718797,-,20820,479,373,6,187,41,11,160,8,28,37,470,53
TMPRSS3,NW_010973138.1,1720901,1738642,+,17742,404,11,0,12,2,1,1,2,5,1,25,7
LOC104839839,NW_010973138.1,1747438,1769250,+,21813,460,6,1,13,3,1,6,3,8,2,20,4
ABCG1,NW_010973138.1,1785174,1836941,-,51768,1035,142,1,102,16,9,58,15,36,12,117,45
UMODL1,NW_010973138.1,1902618,1953740,-,51123,1078,63,0,59,7,7,17,10,41,3,55,19
ZBTB21,NW_010973138.1,1986038,1994600,+,8563,168,1483,22,1984,176,110,614,257,727,163,823,576
C2CD2,NW_010973138.1,2005710,2043210,+,37501,1074,8370,141,9844,1116,906,3330,2985,9410,910,5751,7298
PRDM15,NW_010973138.1,2048748,2087824,+,39077,904,1730,47,2090,302,205,549,568,2038,162,1206,1659
RIPK4,NW_010973138.1,2120063,2142372,+,22310,484,9,0,8,5,1,6,0,13,2,30,8
TMPRSS2,NW_010973138.1,2218341,2230838,+,12498,237,5,0,4,0,0,3,2,6,0,24,7
LOC104839840,NW_010973138.1,2233762,2251150,-,17389,382,1052,8,585,163,43,212,14,27,75,1094,100
FAM3B,NW_010973138.1,2271453,2282623,-,11171,213,765,26,1303,124,75,273,184,617,111,433,638
BACE2,NW_010973138.1,2295723,2326641,-,30919,575,65,0,18,8,3,7,2,24,1,79,14
DSCAM,NW_010973138.1,2572389,2974756,+,402368,6943,378,7,396,98,59,166,57,268,24,417,172
PCP4,NW_010973138.1,3006604,3063189,-,56586,1042,44,2,29,8,4,5,10,31,1,43,34
IGSF5,NW_010973138.1,3090999,3114324,-,23326,431,3,0,9,2,7,3,6,3,0,23,7
B3GALT5,NW_010973138.1,3130988,3132468,-,1481,29,0,0,3,1,0,0,0,1,0,2,1
SH3BGR,NW_010973138.1,3161395,3190609,-,29215,533,7,0,17,2,0,10,1,17,1,24,14
LCA5L,NW_010973138.1,3196164,3210009,+,13846,242,6,0,15,3,1,2,3,9,0,15,6
WRB,NW_010973138.1,3212992,3242734,-,29743,211,203,6,185,43,18,63,41,91,16,116,131
HMGN1,NW_010973138.1,3220737,3227568,+,6832,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1,NW_010973138.1,3232628,3297509,+,64882,1368,3392,86,3200,414,322,1178,867,2766,308,2186,2124
PSMG1,NW_010973138.1,3299287,3314571,+,15285,354,1630,38,2377,267,242,585,672,1946,185,1130,1659
ETS2,NW_010973138.1,3437417,3448018,-,10602,248,1583,32,729,76,80,178,46,86,44,808,217
ERG,NW_010973138.1,3606623,3670367,+,63745,1215,85,2,59,9,7,26,3,45,3,91,20
KCNJ15,NW_010973138.1,3708388,3709926,-,1539,20,0,0,0,1,0,0,0,0,0,0,1
KCNJ6,NW_010973138.1,3976286,4025465,+,49180,908,39,0,39,5,2,12,9,45,5,64,22
DYRK1A,NW_010973138.1,4070922,4156449,-,85528,2085,14387,234,15790,2027,1455,4638,3432,13945,1308,8465,9936
DSCR3,NW_010973138.1,4179725,4203166,+,23442,494,2549,41,2841,417,272,771,780,2295,263,1586,1896
TTC3,NW_010973138.1,4204259,4271097,-,66839,1659,18556,356,27050,4394,2084,6472,6226,18945,2207,14541,15730
PIGP,NW_010973138.1,4271640,4276033,+,4394,79,316,8,397,49,36,116,111,284,19,210,303
RIPPLY3,NW_010973138.1,4286088,4292196,-,6109,107,24,0,14,6,1,8,7,19,4,15,8
HLCS,NW_010973138.1,4298223,4426063,+,127841,2086,585,5,287,98,52,135,101,255,49,418,321
SIM2,NW_010973138.1,4433905,4492416,-,58512,1070,30,0,43,8,3,14,8,24,5,45,28
CLDN14,NW_010973138.1,4595810,4596520,+,711,26,0,0,1,0,0,1,0,3,0,1,0
CHAF1B,NW_010973138.1,4624878,4643401,-,18524,327,393,5,197,36,24,64,15,90,21,340,108
MORC3,NW_010973138.1,4647104,4682732,-,35629,934,6495,86,6503,1021,638,1960,1463,5434,596,5388,4242
DOPEY2,NW_010973138.1,4685654,4736615,-,50962,923,1949,20,652,112,61,213,139,412,58,682,407
LOC104839817,NW_010973138.1,4745532,4754228,-,8697,167,360,6,480,82,49,170,135,460,44,278,399
SETD4,NW_010973138.1,4754319,4764683,+,10365,305,316,10,354,39,32,102,92,274,33,190,286
RUNX1,NW_010973138.1,5180217,5349906,+,169690,3979,18171,260,9343,1329,1284,4039,2094,5147,1090,11763,4538
CLIC6,NW_010973138.1,5381899,5414030,-,32132,696,38,1,14,3,3,8,6,18,3,36,12
RCAN1,NW_010973138.1,5429832,5467032,+,37201,751,1906,33,2085,279,192,645,642,1882,156,1205,1496
KCNE1,NW_010973138.1,5505544,5505924,+,381,19,0,1,0,0,0,0,0,2,0,1,0
LOC104839849,NW_010973138.1,5531956,5532720,+,765,17,3,0,4,0,1,2,1,12,1,4,5
SMIM11,NW_010973138.1,5540440,5549103,-,8664,224,325,6,472,55,37,106,128,367,24,194,350
KCNE2,NW_010973138.1,5551158,5551535,-,378,12,5,0,8,1,1,2,0,2,0,8,6
MRPS6,NW_010973138.1,5709522,5756678,-,47157,639,1370,16,1095,155,112,401,319,937,141,764,668
SLC5A3,NW_010973138.1,5739898,5756716,-,16819,4,4,0,9,1,1,1,1,11,1,10,7
ATP5O,NW_010973138.1,5815355,5823606,+,8252,165,542,23,793,135,89,251,222,676,46,335,669
ITSN1,NW_010973138.1,5826686,5938578,-,111893,1859,1424,36,991,126,184,341,274,955,114,934,941
CRYZL1,NW_010973138.1,5971653,5994156,+,22504,354,315,11,338,49,23,69,79,261,23,183,229
DONSON,NW_010973138.1,5996151,6006378,+,10228,272,2026,19,1908,262,229,642,359,1767,209,984,1021
SON,NW_010973138.1,6006661,6045828,-,39168,7620,46846,777,48037,7134,5230,16646,11874,46620,4740,24588,30748
GART,NW_010973138.1,6048232,6087678,+,39447,673,118,0,105,17,21,35,43,188,13,156,158
LOC104839852,NW_010973138.1,6090895,6114740,-,23846,463,16,0,18,2,2,5,3,13,3,21,24
DNAJC28,NW_010973138.1,6117288,6120408,+,3121,59,19,0,6,1,1,1,1,1,2,9,4
TMEM50B,NW_010973138.1,6130407,6138845,+,8439,176,442,9,388,52,45,137,81,287,20,269,282
LOC104839853,NW_010973140.1,911,1771,-,861,9,4,0,1,1,1,5,1,4,2,4,4
LOC104839854,NW_010973142.1,125,1572,+,1448,29,28,0,20,2,2,4,5,13,2,13,14
LOC104839855,NW_010973144.1,156,897,-,742,31,1,0,5,0,0,0,1,2,1,4,4
STS,NW_010973148.1,64067,148802,-,84736,1302,62,2,65,18,12,30,20,69,3,86,50
HDHD1,NW_010973148.1,174451,249107,+,74657,1243,513,5,358,68,40,114,261,367,62,432,327
NLGN4X,NW_010973148.1,663560,790663,+,127104,1838,58,0,79,17,12,28,25,82,5,97,63
PRKX,NW_010973148.1,2180907,2240911,+,60005,1025,552,11,698,95,68,255,133,308,44,379,490
MXRA5,NW_010973148.1,2395049,2411868,+,16820,282,10,2,15,2,3,3,2,12,2,17,1
LOC104839861,NW_010973148.1,2526814,2538035,+,11222,207,30,0,23,2,1,10,6,5,3,20,10
LOC104839862,NW_010973148.1,2553769,2564690,+,10922,201,4,0,5,1,1,1,1,7,0,6,3
LOC104839863,NW_010973148.1,2570609,2589546,+,18938,431,3,1,19,2,4,3,3,9,0,22,10
GYG2,NW_010973148.1,2598537,2609324,-,10788,158,51,1,53,24,66,91,73,126,4,121,185
XG,NW_010973148.1,2620378,2641062,-,20685,365,14,0,11,4,3,5,8,14,3,25,15
CD99,NW_010973148.1,2647520,2656636,-,9117,149,897,24,869,138,80,289,309,753,103,513,831
ZBED1,NW_010973148.1,2784537,2786888,+,2352,64,300,9,129,16,16,33,14,33,9,134,61
DHRSX,NW_010973148.1,2814803,2946632,+,131830,2716,1819,26,477,67,57,220,53,184,61,803,324
ASMT,NW_010973148.1,3157511,3166151,-,8641,204,127,3,139,18,19,31,43,164,15,79,112
AKAP17A,NW_010973148.1,3171660,3186191,-,14532,484,1845,40,2199,370,303,650,707,2184,225,1264,1724
P2RY8,NW_010973148.1,3221507,3255812,+,34306,716,882,10,579,96,67,344,18,37,49,883,179
ASMTL,NW_010973148.1,3270524,3299216,+,28693,541,1351,22,1332,169,161,394,378,1225,101,877,1127
SLC25A6,NW_010973148.1,3300313,3304688,+,4376,150,3199,72,3262,427,333,1114,809,2875,211,1798,3110
LOC104839873,NW_010973148.1,3306616,3328604,-,21989,514,877,36,377,64,79,208,76,274,46,445,314
LOC104839874,NW_010973148.1,3335627,3348824,-,13198,279,111,5,67,5,5,19,1,21,5,81,19
LOC104839896,NW_010973148.1,3358900,3364353,-,5454,100,126,0,22,3,3,6,1,5,11,100,8
CRLF2,NW_010973148.1,3447450,3462989,+,15540,296,25,2,16,8,6,8,1,15,1,32,3
SHOX,NW_010973148.1,3904871,3915809,-,10939,245,4,0,12,1,0,0,1,2,0,14,0
PPP2R3B,NW_010973148.1,4134537,4188264,+,53728,844,94,0,110,18,19,31,33,104,13,101,92
LOC104839898,NW_010973148.1,4191206,4251895,-,60690,1184,379,8,197,35,23,76,41,114,19,305,203
GTPBP6,NW_010973148.1,4252459,4262148,+,9690,151,324,6,446,25,54,68,123,333,19,268,386
PLCXD1,NW_010973148.1,4264220,4277554,-,13335,213,20,3,21,3,1,10,1,12,0,15,14
LOC104839879,NW_010973148.1,4300195,4306791,-,6597,142,3,0,3,0,0,2,0,6,0,4,1
LOC104839880,NW_010973148.1,4315489,4327439,-,11951,268,5,0,5,1,0,3,0,5,2,16,5
JADE3,NW_010973148.1,4337628,4415264,-,77637,1444,594,11,321,42,46,133,59,118,36,467,215
RP2,NW_010973148.1,4411459,4429249,-,17791,273,64,0,44,6,3,10,5,12,5,47,24
SLC9A7,NW_010973148.1,4451220,4528437,+,77218,1568,6183,124,6668,873,670,1756,499,1297,423,3980,2302
CHST7,NW_010973148.1,4548655,4550700,-,2046,18,8,0,2,3,2,6,0,2,1,12,1
TUBGCP5,NW_010973148.1,4583021,4610074,+,27054,390,993,25,1085,171,89,316,259,766,85,614,765
CYFIP1,NW_010973148.1,4607445,4696461,+,89017,1752,4124,63,5388,546,406,1533,1621,3740,278,3046,4361
NIPA2,NW_010973148.1,4699315,4712421,-,13107,277,1473,18,1507,200,177,410,447,1424,126,826,1188
NIPA1,NW_010973148.1,4721987,4766749,-,44763,928,50,1,42,6,4,14,9,28,3,71,30
LOC104839887,NW_010973148.1,4767856,4882334,+,114479,4565,31752,521,32979,4944,3301,11395,11662,34800,3353,21462,27925
OCA2,NW_010973148.1,4922679,5106289,+,183611,3222,86,3,113,25,13,37,25,139,8,147,69
GABRG3,NW_010973148.1,5262883,5595696,-,332814,5583,192,4,299,47,38,67,39,231,13,304,141
GABRA5,NW_010973148.1,5605777,5661774,-,55998,1108,22,0,31,5,8,4,9,24,2,44,13
GABRB3,NW_010973148.1,5694251,5804867,+,110617,1868,65,1,61,22,8,31,12,70,5,89,39
ATP10A,NW_010973148.1,6043363,6043806,+,444,18,31,2,33,5,1,13,1,2,2,37,3
LOC104839905,NW_010973154.1,26,1038,-,1013,17,6,0,16,3,1,1,4,29,2,12,10
PAPD4,NW_010973158.1,8919,53477,+,44559,438,3275,44,4298,469,180,1108,472,1591,316,992,1260
CMYA5,NW_010973158.1,57861,105980,+,48120,492,66,1,95,25,6,54,6,46,13,35,17
MTX3,NW_010973158.1,162774,171591,-,8818,97,415,10,547,64,20,139,86,233,44,150,206
THBS4,NW_010973158.1,181209,215263,+,34055,384,1637,32,1465,221,53,527,249,549,151,350,770
SERINC5,NW_010973158.1,226636,251669,-,25034,266,780,8,631,60,17,131,86,163,64,245,220
CDK7,NW_010973158.1,280319,309929,-,29611,267,1713,38,2301,278,121,553,235,851,167,509,692
MRPS36,NW_010973158.1,310182,323887,-,13706,117,513,13,634,64,28,180,110,310,61,214,299
CCNB1,NW_010973158.1,325036,328781,-,3746,55,7,0,6,0,1,6,1,6,0,3,0
SLC30A5,NW_010973158.1,331964,352398,-,20435,216,1324,22,1255,209,85,444,159,764,98,377,529
PIK3R1,NW_010973158.1,575257,629652,-,54396,676,10558,201,10168,1041,536,3483,1316,3606,617,1717,2106
CD180,NW_010973158.1,940499,945916,+,5418,61,9,0,10,0,3,6,0,5,1,9,2
MAST4,NW_010973158.1,953782,1063021,-,109240,988,461,10,157,39,11,68,8,28,18,106,39
SREK1,NW_010973158.1,1389840,1428484,-,38645,527,6000,106,6142,870,514,2067,1285,4618,683,3115,3424
ERBB2IP,NW_010973158.1,1445517,1571787,-,126271,1379,9701,141,9526,1278,459,3175,1268,3327,907,3851,3089
NLN,NW_010973158.1,1612683,1649081,-,36399,364,311,9,201,24,15,76,4,19,18,100,38
SGTB,NW_010973158.1,1656095,1679302,+,23208,193,271,1,246,21,14,101,22,44,19,109,83
TRAPPC13,NW_010973158.1,1682260,1706807,-,24548,215,2134,30,2240,302,93,683,247,918,159,575,762
TRIM23,NW_010973158.1,1707111,1735511,+,28401,270,2550,45,2314,349,113,897,395,1366,241,739,948
PPWD1,NW_010973158.1,1737546,1753974,-,16429,141,1779,30,2061,243,93,552,291,825,167,499,817
LOC104839959,NW_010973158.1,1753300,1754074,-,775,0,0,0,0,0,1,0,0,1,0,0,0
CENPK,NW_010973158.1,1754118,1777543,+,23426,172,800,11,999,106,41,317,112,344,84,235,301
ADAMTS6,NW_010973158.1,1811428,1961200,+,149773,1148,317,2,86,20,13,48,16,54,8,93,37
CWC27,NW_010973158.1,2011852,2130398,-,118547,1245,9671,171,10354,1454,562,3295,1481,5260,1077,3381,3858
SREK1IP1,NW_010973158.1,2130633,2140233,+,9601,104,1236,33,1421,200,87,438,232,867,132,422,538
RGS7BP,NW_010973158.1,2156870,2236809,-,79940,661,225,7,111,34,12,66,8,22,10,71,27
RNF180,NW_010973158.1,2297268,2316968,-,19701,154,47,1,15,2,2,6,1,8,0,21,2
HTR1A,NW_010973158.1,2386474,2387786,+,1313,18,0,0,2,0,0,0,0,0,1,0,1
IPO11,NW_010973158.1,2837855,2949370,-,111516,2148,4134,74,5019,600,281,1485,719,2352,415,1490,1969
LRRC70,NW_010973158.1,2857529,2859454,-,1926,0,0,0,0,0,0,0,0,0,0,0,0
DIMT1,NW_010973158.1,2950094,2956016,+,5923,91,1208,17,1410,160,62,314,177,734,85,368,611
KIF2A,NW_010973158.1,2957338,2994159,-,36822,321,2327,42,3012,272,123,763,260,817,246,777,959
ZSWIM6,NW_010973158.1,3242455,3292019,-,49565,581,5080,78,3876,517,275,1361,407,1437,369,1862,1253
SMIM15,NW_010973158.1,3430894,3432659,+,1766,38,1625,52,2694,368,107,740,346,1053,129,581,1137
NDUFAF2,NW_010973158.1,3433077,3498957,-,65881,661,5034,105,5974,804,269,1748,782,2636,534,1322,2058
ERCC8,NW_010973158.1,3499079,3528881,+,29803,270,3851,49,3898,564,242,1406,557,2003,427,1176,1496
ELOVL7,NW_010973158.1,3526757,3584966,+,58210,640,802,13,562,110,53,313,105,462,72,251,205
DEPDC1B,NW_010973158.1,3588546,3612094,+,23549,195,73,1,86,10,4,29,8,21,8,26,28
PDE4D,NW_010973158.1,3922712,4293931,+,371220,3223,6572,105,6272,658,183,2066,267,499,666,1715,943
LOC104839939,NW_010973158.1,4294453,4296594,+,2142,22,254,3,132,20,7,61,3,12,8,106,22
RAB3C,NW_010973158.1,4333661,4454695,-,121035,1124,961,12,642,149,62,328,113,208,98,245,129
PLK2,NW_010973158.1,4520424,4526351,+,5928,63,538,28,868,96,24,265,43,91,79,153,140
GPBP1,NW_010973158.1,5039589,5095795,-,56207,3632,3594,63,3807,437,470,1080,712,2347,413,2621,1683
MIER3,NW_010973158.1,5109199,5129017,+,19819,250,2053,33,3306,382,144,944,514,1686,276,1069,1333
SETD9,NW_010973158.1,5136495,5147083,-,10589,123,275,2,226,32,11,109,42,136,25,130,113
MAP3K1,NW_010973158.1,5152815,5175996,-,23182,162,994,14,495,75,37,205,30,36,47,370,86
ANKRD55,NW_010973158.1,5460729,5507680,+,46952,342,351,6,327,52,14,129,50,129,27,95,90
LOC104839946,NW_010973158.1,5493695,5519312,-,25618,121,182,3,145,27,13,53,23,68,19,53,37
IL6ST,NW_010973158.1,5537389,5572974,+,35586,410,4889,70,6072,678,243,1801,654,2027,434,1519,1701
LOC104839949,NW_010973158.1,5589233,5624073,-,34841,268,1940,51,1707,198,74,362,105,73,93,832,189
DDX4,NW_010973158.1,5642084,5660192,-,18109,185,14,0,12,0,2,3,1,8,0,13,3
SLC38A9,NW_010973158.1,5693601,5742558,+,48958,543,4356,75,4829,614,222,1327,634,1610,422,808,1596
PPAP2A,NW_010973158.1,5774460,5834719,+,60260,567,258,5,171,21,22,67,61,182,14,112,121
SKIV2L2,NW_010973158.1,5834610,5886027,-,51418,487,2433,43,2790,382,166,844,404,1347,232,801,1163
DHX29,NW_010973158.1,5889025,5912317,+,23293,228,1956,30,1867,263,100,578,313,919,158,550,790
CCNO,NW_010973158.1,5913913,5916550,+,2638,19,2,0,4,2,0,2,0,9,0,4,2
GPX8,NW_010973158.1,5946678,5950039,-,3362,46,6,0,4,0,2,1,2,5,0,9,6
CDC20B,NW_010973158.1,5952035,5973780,+,21746,245,6,1,9,1,0,2,1,9,1,5,3
LOC104839969,NW_010973158.1,5979103,5983766,-,4664,39,5,0,1,1,0,1,0,3,0,2,0
LOC104839970,NW_010973158.1,5987117,5993260,+,6144,50,3,0,4,1,2,1,0,1,1,2,0
ESM1,NW_010973158.1,6008594,6015261,+,6668,65,0,0,5,0,0,0,0,0,0,1,2
LOC104839971,NW_010973158.1,6061585,6080563,+,18979,206,29,1,22,5,1,8,2,8,5,18,6
KLHL20,NW_010973166.1,5541,29556,+,24016,575,1190,25,1564,213,162,425,431,1432,128,761,1350
CENPL,NW_010973166.1,31768,35259,-,3492,59,39,1,53,7,6,25,14,42,3,24,42
DARS2,NW_010973166.1,34560,73238,+,38679,771,2159,46,2502,376,286,616,694,2659,191,994,2078
RGS8,NW_010973166.1,66372,93432,+,27061,544,394,2,262,73,67,116,129,572,24,178,401
RGS16,NW_010973166.1,102529,106790,+,4262,116,6,0,11,4,0,1,2,10,0,7,6
RNASEL,NW_010973166.1,113573,121687,+,8115,179,216,5,311,21,12,60,35,114,28,101,96
RGSL1,NW_010973166.1,125000,143433,-,18434,495,128,2,102,26,34,39,35,200,9,68,116
GLUL,NW_010973166.1,150503,157523,+,7021,425,4215,114,5022,1049,668,1790,1627,5376,411,2371,4564
LOC104840032,NW_010973166.1,233750,235164,-,1415,29,24,0,41,8,4,15,5,6,1,19,15
CACNA1E,NW_010973166.1,275065,446838,-,171774,4884,137,1,144,50,14,59,82,181,21,371,160
IER5,NW_010973166.1,448175,449021,-,847,8,5,0,2,1,3,1,0,7,1,7,0
STX6,NW_010973166.1,452378,471118,+,18741,462,347,8,275,55,38,120,50,77,60,288,246
KIAA1614,NW_010973166.1,474814,482174,-,7361,169,0,0,5,0,0,2,1,1,2,8,3
XPR1,NW_010973166.1,490476,601053,-,110578,2211,2523,33,2439,337,309,717,644,1893,269,1984,2378
ACBD6,NW_010973166.1,614526,702994,+,88469,2142,2676,49,3772,499,444,909,980,3053,352,1792,3012
LHX4,NW_010973166.1,707869,719341,-,11473,300,1,0,4,0,0,0,2,9,2,16,2
QSOX1,NW_010973166.1,725995,736221,-,10227,312,74,5,44,14,7,19,11,38,10,55,36
CEP350,NW_010973166.1,743091,828324,-,85234,2758,12430,197,12668,1886,1314,4095,3368,11557,1199,7105,9137
LOC104839982,NW_010973166.1,828299,838533,-,10235,209,942,15,1275,187,138,328,237,784,97,662,838
