GeneID,Chr,Start,End,Strand,Length,Eagle_002_null,Eagle_002_lps,Eagle_004_null,Eagle_004_lps,Eagle_006_null,Eagle_006_lps,Eagle_007_null,Eagle_007_lps,Eagle_008_null,Eagle_008_lps,Eagle_012_null,Eagle_012_lps,Eagle_013_null,Eagle_013_lps,Eagle_014_null,Eagle_014_lps,Eagle_015_null,Eagle_015_lps,Eagle_020_null,Eagle_020_lps,Eagle_021_null,Eagle_021_lps,Eagle_022_null,Eagle_022_lps
DYSF,NW_010973177.1,5591070,5691310,-,100241,205,2477,150,103,106,1,82,108,96,21,42,15,54,37,60,39,211,122,155,17,139,195,115,100
ZNF638,NW_010973177.1,5697820,5739434,-,41615,8765,1521,5727,6933,7634,114,5155,5984,5057,1026,2211,785,3870,2545,4293,1757,7326,6764,7610,658,5338,4211,8680,4789
LOC104840095,NW_010973177.1,5739457,5753737,-,14281,2900,477,2452,2348,3478,41,2436,2810,1962,349,865,267,1382,854,1742,791,3091,2648,2640,235,2030,1444,2202,1943
PAIP2B,NW_010973177.1,5764397,5782786,+,18390,1596,571,1158,1152,1422,21,1052,1198,1175,242,538,202,738,516,748,418,1614,1394,1430,162,1022,772,1417,1193
NAGK,NW_010973177.1,5784213,5801969,-,17757,36,344,28,13,26,0,30,15,33,6,6,3,8,4,10,12,34,23,22,3,15,32,18,23
TEX261,NW_010973177.1,5801931,5807730,+,5800,490,173,297,245,324,5,362,357,336,73,112,47,147,106,198,101,498,403,311,33,279,199,159,260
LOC104840119,NW_010973177.1,5815304,5820854,-,5551,22,161,21,30,7,0,57,35,40,12,2,6,9,13,11,0,13,10,34,6,16,24,37,9
ATP6V1B1,NW_010973177.1,5821565,5836766,-,15202,27,467,18,5,12,0,21,12,9,3,3,1,5,2,5,0,19,13,10,1,13,30,29,7
VAX2,NW_010973177.1,5845371,5868758,-,23388,25,622,11,3,11,0,5,16,13,3,4,1,4,1,4,1,25,10,8,1,11,42,24,6
SIGLEC1,NW_010973177.1,5876011,5911513,-,35503,70,995,34,7,13,1,16,31,11,5,2,3,4,3,18,8,24,17,20,3,18,79,38,13
HSPA12B,NW_010973177.1,5915216,5926550,+,11335,5,340,8,4,7,0,5,12,5,0,0,0,1,4,3,1,10,9,1,4,4,21,15,5
LOC104840124,NW_010973177.1,5928294,5940819,-,12526,77,321,38,34,55,2,47,55,39,9,13,11,23,20,28,11,41,31,49,4,19,59,97,39
SPEF1,NW_010973177.1,5942489,5947913,-,5425,7,149,2,0,1,0,1,1,2,0,1,0,0,1,3,0,5,0,3,0,4,7,5,1
CDC25B,NW_010973177.1,5950997,5958324,+,7328,82,187,51,53,75,2,67,74,74,13,13,7,59,47,40,12,26,32,85,7,27,56,108,30
AP5S1,NW_010973177.1,5958362,5959339,+,978,11,29,9,8,2,0,6,10,4,5,0,2,2,6,3,1,2,2,3,1,7,11,9,5
LOC104840101,NW_010973177.1,5960916,5962724,-,1809,5,43,0,5,1,1,3,1,0,0,0,0,0,2,0,0,1,2,1,0,1,3,3,1
LOC104840102,NW_010973177.1,6000200,6017779,-,17580,15,458,13,1,5,0,4,11,5,3,4,1,0,2,4,3,17,13,9,4,9,46,22,6
LOC104840128,NW_010973177.1,6021147,6024739,-,3593,113,104,56,48,89,6,113,112,107,32,28,22,42,32,53,35,105,105,81,13,70,63,89,82
CRELD2,NW_010973187.1,260543,274888,-,14346,260,287,227,402,183,16,122,162,68,19,21,15,57,65,95,21,120,73,160,11,90,230,212,110
ALG12,NW_010973187.1,274655,289272,+,14618,242,205,149,235,159,8,132,136,84,18,58,11,68,48,109,56,191,148,159,16,116,138,197,147
ZBED4,NW_010973187.1,296872,315803,-,18932,348,343,240,397,268,10,235,255,176,31,66,28,172,123,204,67,225,201,318,22,147,187,398,143
BRD1,NW_010973187.1,339048,400279,+,61232,9514,1445,6335,7646,9160,132,6655,7930,4955,1038,2665,904,3981,2417,6188,2319,9437,8557,8528,704,6240,5035,11140,6142
FAM19A5,NW_010973187.1,1998059,2238035,-,239977,617,3703,311,131,161,4,149,138,157,35,108,23,47,54,101,40,408,155,174,7,110,192,160,96
TRNAL-AAG_2,NW_010973187.1,2483144,2483225,+,82,3,10,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
TBC1D22A,NW_010973187.1,3325512,3380835,-,55324,3876,837,2566,2253,3163,37,2286,2543,2029,330,956,273,1327,813,1805,726,3657,2765,3104,274,2458,1819,1874,1892
LOC104840133,NW_010973187.1,3381171,3392413,+,11243,43,198,15,17,22,0,15,16,15,3,14,2,11,3,24,9,38,43,19,2,18,12,35,32
CERK,NW_010973187.1,3417220,3449757,+,32538,442,571,373,417,238,13,341,303,129,33,57,36,141,108,205,58,167,136,476,33,180,304,565,189
GRAMD4,NW_010973187.1,3578354,3628544,-,50191,176,862,138,320,44,2,113,86,65,17,19,13,40,36,83,7,68,34,109,6,44,196,183,37
LOC104840136,NW_010973187.1,3669285,3669669,+,385,2,13,2,3,2,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,1,3,2
CELSR1,NW_010973187.1,3704621,3877786,+,173166,341,3488,213,124,123,2,123,121,124,24,61,14,37,49,98,32,288,165,169,14,109,188,217,68
TRMU,NW_010973187.1,3896136,3908666,-,12531,1420,284,996,1081,1384,23,916,1180,673,129,285,117,456,240,789,344,1161,991,1048,88,736,541,910,828
GTSE1,NW_010973187.1,3910752,3921079,-,10328,65,148,40,28,45,1,46,37,35,5,9,7,28,17,27,5,42,32,30,2,26,33,38,25
TPRKB,NW_010973187.1,3932393,3934914,-,2522,751,58,335,321,587,6,364,382,280,58,169,52,144,121,258,102,527,407,414,23,378,239,350,412
LOC104840141,NW_010973187.1,3934939,3956329,+,21391,1047,454,726,889,1229,11,884,1031,515,131,257,98,516,361,471,222,662,562,1001,88,872,624,1158,834
CPNE8,NW_010973187.1,4039905,4110612,-,70708,174,1133,119,66,58,0,59,54,59,8,34,8,15,20,34,12,141,40,83,5,42,83,67,38
KIF21A,NW_010973187.1,4112060,4296110,-,184051,234,1072,80,33,182,2,107,98,93,22,31,7,116,67,37,10,100,41,187,20,32,41,48,23
ABCD2,NW_010973187.1,4359323,4401746,-,42424,1296,864,833,875,1524,21,1185,1368,900,182,381,154,638,419,558,271,1129,835,924,58,779,592,919,770
LOC104840260,NW_010973187.1,4412188,4431102,+,18915,39,382,28,22,16,0,4,12,14,3,4,1,3,7,12,4,22,12,16,2,13,24,18,9
SLC2A13,NW_010973187.1,4445890,4600801,-,154912,925,2547,726,761,543,11,537,485,273,80,128,64,239,161,393,105,486,237,629,42,342,550,979,247
LRRK2,NW_010973187.1,4660297,4747007,+,86711,1989,1434,1565,2559,1499,48,1041,1256,580,152,129,106,365,388,687,115,456,269,1191,84,553,1211,2063,652
ERGIC2,NW_010973187.1,4757258,4778754,-,21497,2171,411,1491,1341,2176,15,1584,1745,1135,229,603,173,721,432,1002,448,1717,1444,1748,142,1440,908,1293,1244
LAMB4,NW_010973187.1,4796173,4839606,+,43434,71,875,32,19,16,1,18,18,16,3,9,2,2,9,13,5,54,21,15,3,15,42,36,7
SLC26A3,NW_010973187.1,4933233,4947381,+,14149,29,336,20,12,10,1,7,13,14,3,8,2,8,2,7,2,20,12,9,0,10,22,24,4
CBLL1,NW_010973187.1,4953225,4960710,-,7486,999,196,533,573,771,12,569,612,626,116,290,87,349,241,417,192,1026,828,737,42,599,382,530,516
SLC26A4,NW_010973187.1,4963215,4986940,-,23726,40,396,29,17,11,0,22,13,23,8,4,1,9,8,15,8,27,33,25,0,24,29,20,15
BCAP29,NW_010973187.1,4994255,5018765,-,24511,1063,447,847,983,1104,11,980,1063,710,144,263,93,519,284,548,248,923,727,1021,98,749,637,873,657
DUS4L,NW_010973187.1,5030661,5036899,-,6239,80,118,52,53,108,4,84,82,50,4,20,12,43,24,31,12,43,35,88,6,43,41,82,51
COG5,NW_010973187.1,5036490,5230378,+,193889,6398,3665,4598,4905,7639,74,4798,6034,4047,726,1832,587,2495,1727,3461,1435,4898,4215,5960,585,4051,3201,4710,4120
GPR22,NW_010973187.1,5072099,5078190,-,6092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBP1,NW_010973187.1,5228462,5248817,-,20356,5442,390,3972,4852,7311,98,4135,5550,3836,866,1770,549,2906,1759,3121,1449,5096,5031,5285,375,3522,2303,5523,3637
PRKAR2B,NW_010973187.1,5256439,5354451,-,98013,395,1970,599,1091,509,21,293,335,168,51,50,35,143,120,388,86,244,151,481,43,232,657,907,323
PIK3CG,NW_010973187.1,5377435,5406556,-,29122,679,548,693,1175,681,24,683,711,298,107,44,71,319,269,436,82,261,193,813,66,346,785,1201,364
NAMPT,NW_010973187.1,5596004,5614922,+,18919,996,385,728,2813,881,47,583,1305,470,299,204,164,385,458,501,187,605,647,685,168,414,2115,861,593
SYPL1,NW_010973187.1,5649280,5653698,+,4419,12,73,6,4,1,1,0,3,4,0,2,1,0,0,1,0,6,1,2,1,4,4,4,2
CDHR3,NW_010973187.1,5668831,5732960,-,64130,1112,1421,932,1217,1129,18,761,947,610,103,535,236,462,310,652,410,1149,1337,1010,107,600,639,1493,995
ATXN7L1,NW_010973187.1,5733074,5856699,+,123626,17048,3226,15577,18275,23415,335,19475,25735,12642,2626,4439,1710,9138,5824,11051,5066,15672,14528,19036,1723,12426,9606,20214,12398
LOC104840271,NW_010973187.1,5863125,5863931,+,807,47,20,39,40,50,1,33,48,38,2,22,5,19,16,32,7,59,48,34,5,23,27,35,23
RINT1,NW_010973187.1,5865502,5877151,-,11650,930,236,664,711,937,8,719,800,577,76,260,73,415,214,469,204,919,684,773,42,611,341,676,502
PUS7,NW_010973187.1,5877979,5898526,-,20548,150,345,100,117,145,0,127,126,96,12,31,20,39,28,67,22,86,44,148,9,94,124,193,94
SRPK2,NW_010973187.1,5973786,6074741,+,100956,2037,1889,1875,2539,1481,40,1972,1802,1167,303,312,171,1066,685,1240,322,1285,1057,2217,164,1098,1653,3311,944
KMT2E,NW_010973187.1,6076739,6142502,-,65764,47863,4851,30075,35403,49806,657,26558,32928,25286,5347,13747,4285,18464,13070,24161,9496,41936,37467,43669,4055,30585,23781,41181,25830
LOC104840157,NW_010973187.1,6142633,6170080,+,27448,7111,833,4707,6872,5588,83,4361,5938,4385,924,2380,829,2910,2255,2805,1309,6977,6320,6297,605,4685,3639,5520,2823
LHFPL3,NW_010973187.1,6285786,6465192,-,179407,470,3403,286,221,156,2,182,151,121,38,55,17,51,44,103,28,236,99,160,13,114,225,258,96
ORC5,NW_010973187.1,6530001,6603426,+,73426,1157,1245,943,925,1516,11,1313,1651,762,131,275,90,374,248,637,265,888,641,1157,91,639,673,905,716
RELN,NW_010973187.1,6618751,6939426,+,320676,803,6088,367,190,215,4,188,187,198,40,115,30,83,77,163,55,445,211,222,23,159,299,277,125
SLC26A5,NW_010973187.1,6946261,6983843,+,37583,866,616,779,1115,935,16,699,859,432,115,198,70,394,278,660,228,772,722,960,69,462,623,1198,612
PSMC2,NW_010973187.1,6978264,6994979,-,16716,4401,371,1937,2005,4516,63,2510,3272,2610,475,1202,350,1373,845,1585,745,3199,2814,2658,194,2247,1432,2135,2345
DNAJC2,NW_010973187.1,6995874,7014852,+,18979,2476,515,1629,1658,2430,25,1635,1906,1410,249,726,187,951,596,1347,583,2313,2015,1941,192,1671,1091,1457,1445
PMPCB,NW_010973187.1,7014850,7023989,-,9140,360,178,320,298,426,6,276,289,232,37,123,25,172,101,267,138,422,347,439,30,267,214,319,258
NAPEPLD,NW_010973187.1,7044193,7065593,+,21401,2142,428,1545,1674,1919,29,1435,1800,1188,259,562,176,837,514,1449,671,2662,2301,1775,150,1339,963,1693,1478
ARMC10,NW_010973187.1,7069382,7076959,-,7578,72,148,50,67,36,0,52,52,54,7,13,7,30,20,59,5,74,51,72,7,27,35,89,26
FBXL13,NW_010973187.1,7076992,7169981,+,92990,311,1159,226,176,183,0,118,158,148,39,90,27,104,65,118,55,312,214,182,14,113,118,230,140
LRRC17,NW_010973187.1,7111866,7129032,-,17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM185A,NW_010973187.1,7170098,7218937,-,48840,4426,917,4187,4401,5735,70,3066,4158,3546,683,1212,391,2623,1586,2423,1135,4122,3764,4679,452,2803,1953,4365,2696
CCDC146,NW_010973187.1,7224833,7299075,+,74243,596,1160,433,396,484,10,372,416,338,59,190,45,299,155,284,107,517,444,457,36,456,402,419,287
FGL2,NW_010973187.1,7238812,7245039,-,6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSAP,NW_010973187.1,7300030,7347126,-,47097,704,854,573,972,530,13,689,612,272,83,50,46,256,154,401,98,299,245,811,71,251,566,1610,468
PTPN12,NW_010973187.1,7422125,7469712,+,47588,2912,987,2231,3234,2596,55,2136,2129,1580,346,574,291,1197,831,1575,449,1900,1576,2697,207,1646,2150,4204,1594
RSBN1L,NW_010973187.1,7491208,7543063,+,51856,11394,1450,8215,10864,11311,168,7485,10201,6678,1348,2866,1187,4766,3054,6213,2900,9544,10180,9649,903,5929,5432,16330,8468
TMEM60,NW_010973187.1,7551860,7552526,-,667,194,16,91,130,193,2,142,163,101,26,29,16,62,44,65,25,114,92,142,12,73,63,157,92
PHTF2,NW_010973187.1,7573077,7627978,+,54902,363,876,280,366,216,4,215,235,141,45,60,25,116,113,192,26,187,106,285,23,115,304,458,146
MAGI2,NW_010973187.1,7654826,8424859,-,770034,1841,12443,960,371,454,12,475,473,512,104,287,69,159,170,290,121,1124,455,525,36,324,611,453,283
GNAI1,NW_010973187.1,8727235,8763878,+,36644,245,600,289,306,256,4,142,141,127,23,24,12,79,59,133,21,78,36,361,19,98,139,312,92
GNAT3,NW_010973187.1,8848009,8873450,-,25442,57,481,28,8,17,0,18,11,18,0,8,0,6,3,9,3,30,14,15,2,16,24,20,11
CD36,NW_010973187.1,8928588,8964225,+,35638,88,560,33,18,29,1,23,29,25,4,16,1,7,11,13,7,56,19,28,5,20,40,20,17
SEMA3C,NW_010973187.1,8991451,9108592,-,117142,436,1709,264,959,91,14,97,181,97,37,33,28,27,40,75,18,183,67,134,15,91,637,179,76
HGF,NW_010973187.1,9500563,9553604,-,53042,179,756,88,23,48,3,27,40,59,11,27,4,14,15,34,12,84,31,56,4,35,40,40,17
CACNA2D1,NW_010973187.1,9621754,10043654,-,421901,1113,6619,727,426,387,12,412,376,314,51,185,56,157,133,263,77,667,277,563,28,225,409,374,175
PCLO,NW_010973187.1,10220143,10587375,-,367233,953,5519,510,195,276,7,232,250,267,52,171,34,78,92,121,62,590,212,267,22,163,313,233,124
SEMA3E,NW_010973187.1,10693250,10839127,-,145878,368,2130,179,68,84,2,76,92,101,22,58,10,29,37,49,29,240,100,110,3,61,97,112,56
SEMA3A,NW_010973187.1,10984280,11151821,-,167542,427,2476,223,63,122,4,99,95,115,26,52,14,25,38,64,36,260,111,81,9,74,115,98,43
SEMA3D,NW_010973187.1,11516824,11656844,-,140021,42165,3864,39318,43130,54356,669,33404,45434,28750,5330,11630,3627,20313,11804,24957,11459,45751,38660,37124,3328,31520,19758,37822,35451
GRM3,NW_010973187.1,12317549,12362687,+,45139,102,800,51,8,18,1,27,19,31,2,15,1,5,13,6,4,66,25,23,1,19,39,25,15
KIAA1324L,NW_010973187.1,12369720,12420641,-,50922,85,993,51,8,33,0,29,28,28,8,13,3,10,11,18,9,57,22,41,1,21,45,47,15
DMTF1,NW_010973187.1,12513479,12537808,+,24330,3586,581,2551,2801,4032,54,2750,3391,2092,439,892,300,1488,966,1825,828,2932,2606,3326,295,2133,1615,3120,2636
MEIG1,NW_010973187.1,12562962,12567101,-,4140,4,50,3,1,1,0,1,1,0,0,1,0,0,0,2,0,3,2,3,1,0,7,4,1
DCLRE1C,NW_010973187.1,12569581,12586296,+,16716,136,354,100,97,96,4,134,95,71,17,24,15,63,40,59,23,95,65,80,11,77,87,169,52
SUV39H2,NW_010973187.1,12588097,12599083,-,10987,658,222,450,463,756,12,513,582,378,77,167,53,213,142,303,132,467,394,461,33,502,356,487,438
HSPA14,NW_010973187.1,12599954,12614695,-,14742,549,285,322,306,484,5,343,405,260,56,151,51,221,113,265,129,449,371,489,39,329,244,335,281
FAM107B,NW_010973187.1,12767326,12775098,+,7773,343,157,324,605,190,7,287,205,143,41,18,18,120,90,134,11,78,27,267,14,106,252,482,93
FRMD4A,NW_010973187.1,13092100,13226456,+,134357,437,3048,211,125,112,3,94,118,113,28,86,28,80,65,88,34,288,138,151,20,117,192,214,112
PRPF18,NW_010973187.1,13229635,13249914,-,20280,2756,504,1888,1847,2718,29,2158,2212,1603,293,798,289,1209,760,1377,711,2599,2268,2551,207,1795,1122,1618,1836
BEND7,NW_010973187.1,13261629,13309245,+,47617,421,1004,418,467,365,8,458,421,191,38,153,48,103,81,215,89,373,263,515,56,134,209,432,434
SEPHS1,NW_010973187.1,13329418,13354131,+,24714,249,525,236,240,370,4,323,329,217,37,48,28,123,72,141,42,179,113,294,10,146,143,222,188
PHYH,NW_010973187.1,13362437,13373668,+,11232,31,272,25,24,6,1,19,25,23,1,2,3,9,5,13,5,13,7,24,5,6,43,42,10
LOC104840281,NW_010973187.1,13376571,13379428,+,2858,3,54,1,3,0,0,0,0,1,0,0,0,0,2,0,0,5,4,1,1,0,3,5,0
MCM10,NW_010973187.1,13388028,13406470,-,18443,33,371,20,35,4,1,7,21,12,3,2,0,4,3,8,4,26,16,8,1,9,38,21,5
OPTN,NW_010973187.1,13413224,13432784,-,19561,2760,556,1872,2265,2837,41,1928,2434,1485,344,889,333,1078,684,1672,761,2691,2379,2192,222,1883,1568,2081,2021
CCDC3,NW_010973187.1,13452567,13501191,+,48625,101,1056,64,41,42,1,39,30,34,10,12,6,5,14,30,13,63,33,38,5,29,67,44,20
CAMK1D,NW_010973187.1,13525641,13671952,-,146312,675,3248,430,589,230,10,243,239,183,46,51,39,93,90,168,33,241,115,324,29,183,419,517,146
CDC123,NW_010973187.1,13787089,13821291,-,34203,3252,635,2754,2346,3285,32,2572,3090,1999,363,1002,275,1354,749,1880,749,3407,2553,3179,281,2468,1860,1869,2072
NUDT5,NW_010973187.1,13821402,13836214,+,14813,424,137,316,305,386,9,360,435,277,31,133,39,147,90,211,91,324,335,389,32,277,205,268,324
SEC61A2,NW_010973187.1,13828168,13852531,-,24364,2260,279,1088,897,1972,23,1139,1272,989,176,767,211,641,394,983,414,2085,1617,1298,109,1454,880,1187,1276
DHTKD1,NW_010973187.1,13858892,13878926,-,20035,544,423,266,293,699,9,363,476,246,56,91,37,171,107,259,131,376,314,486,46,347,244,443,389
UPF2,NW_010973187.1,13886014,13951916,+,65903,17385,2777,12531,14218,17996,234,11758,15615,10176,2306,5596,1710,7792,4996,10060,4555,17866,16125,15656,1399,12477,9119,14570,12346
PROSER2,NW_010973187.1,13966410,13991628,-,25219,65,507,57,79,32,0,26,34,51,9,22,4,42,22,56,14,62,39,40,3,46,56,73,21
ECHDC3,NW_010973187.1,14013145,14021811,-,8667,45,208,45,38,56,2,49,37,30,6,14,3,20,15,30,17,47,54,36,2,29,33,28,43
USP6NL,NW_010973187.1,14043048,14173037,+,129990,1438,2299,1930,2303,1607,35,1560,1680,950,165,304,113,705,487,1429,471,1229,801,1268,95,928,1080,1651,959
CELF2,NW_010973187.1,14234438,14480283,-,245846,6793,4983,8153,15563,3040,196,8633,7848,3089,1139,395,947,3005,3198,5356,505,2112,1023,8243,814,2551,11619,18170,2281
GATA3,NW_010973187.1,15781664,15800028,-,18365,850,520,452,618,778,13,609,528,602,166,162,89,317,280,316,79,695,507,767,70,409,581,1357,601
TAF3,NW_010973187.1,15832789,15952483,-,119695,11475,2688,7659,7596,10428,137,6761,8087,6787,1325,3224,974,4060,2733,5536,2418,10129,8758,10234,897,7352,5059,7609,6673
ATP5C1,NW_010973187.1,15957254,15964516,-,7263,1766,177,1045,1065,1466,14,981,1151,787,131,414,131,639,338,798,357,1543,1310,1327,94,1091,632,1104,1016
KIN,NW_010973187.1,15964608,15980573,+,15966,2131,397,1645,1739,2220,28,1543,1911,1235,241,541,186,871,523,1113,515,2021,1736,1616,125,1272,941,1500,1458
ITIH2,NW_010973187.1,15982449,16010167,-,27719,81,565,36,26,21,2,28,26,24,8,19,7,23,16,22,7,75,69,41,2,32,33,42,25
ITIH5,NW_010973187.1,16017995,16064966,+,46972,86,953,32,8,20,0,14,27,22,4,13,3,3,8,18,7,46,20,32,1,24,50,35,8
LOC104840214,NW_010973187.1,16069981,16106885,-,36905,63,874,33,17,8,0,13,19,12,3,7,1,4,9,4,6,49,16,28,1,16,42,24,11
SFMBT2,NW_010973187.1,16149838,16250758,+,100921,239,2015,199,228,65,9,167,132,116,30,35,18,86,96,119,12,147,61,202,19,88,256,317,64
PRKCQ,NW_010973187.1,16484399,16528655,+,44257,455,901,439,1789,79,11,535,983,226,236,20,111,223,529,402,84,130,159,530,134,131,1554,1334,259
PFKFB3,NW_010973187.1,16617589,16637253,-,19665,19733,1438,16382,20335,27586,423,21486,25508,15055,3235,5723,2040,10662,7153,11868,6200,23670,18986,19074,1633,20097,12526,17612,16832
RBM17,NW_010973187.1,16671712,16687254,-,15543,2982,437,2013,2157,3290,39,2431,2770,1831,354,838,232,1362,784,1476,664,2538,2363,2617,226,1889,1305,1902,1838
LOC104840286,NW_010973187.1,16710156,16725939,+,15784,111,393,69,298,28,6,81,104,78,25,6,21,49,86,69,14,48,44,112,21,46,263,235,31
LOC104840220,NW_010973187.1,16734798,16739662,-,4865,47,155,34,129,25,2,34,45,22,20,9,14,13,21,21,12,32,56,34,3,27,60,62,23
LOC104840222,NW_010973187.1,16785933,16872233,-,86301,41148,2813,28180,30828,45938,522,27503,35940,23015,4391,11874,3829,15872,10261,27011,10778,42030,36850,38251,3676,30864,23628,33913,25256
LOC104840223,NW_010973187.1,16909835,16917682,+,7848,447,221,227,270,305,5,174,256,158,40,102,37,140,81,207,88,378,375,230,24,236,195,272,212
MKLN1,NW_010973187.1,16975364,17085955,+,110592,49010,3491,38263,48020,59923,791,46602,64330,35863,7663,16301,5424,22081,13769,23983,11616,42206,39238,57608,5406,37928,26908,72565,36869
PODXL,NW_010973187.1,17085834,17099087,-,13254,274,325,104,230,63,5,111,147,156,49,98,45,160,128,68,38,297,361,206,24,165,231,209,85
LOC104840226,NW_010973187.1,17299598,17360370,-,60773,2513,1312,2327,2181,3264,42,1953,2396,1790,327,676,221,1114,665,1554,781,2456,2064,2765,271,1856,1414,2055,1887
CHCHD3,NW_010973187.1,17414932,17570000,+,155069,6626,2820,4755,4866,7755,87,4364,5093,3932,750,1979,600,2536,1633,3830,1539,6359,5298,6473,553,4593,3527,5111,4173
PLXNA4,NW_010973187.1,17706044,18127136,+,421093,746,9344,440,137,234,5,202,275,200,48,118,25,73,90,170,63,553,251,245,21,208,459,312,146
LOC104840287,NW_010973187.1,18319414,18647540,+,328127,14223,7120,14911,16533,19668,260,11935,15199,9839,2086,4094,1375,6818,4765,10299,4344,15531,13279,17939,1760,11756,9737,15613,11131
LRGUK,NW_010973187.1,18660528,18713377,+,52850,136,950,125,94,147,1,58,47,43,13,26,5,23,27,40,12,85,50,122,10,33,71,44,22
SLC35B4,NW_010973187.1,18723783,18739228,-,15446,137,392,138,135,133,2,141,120,79,12,19,18,55,62,66,30,99,58,145,16,56,74,119,69
LOC104840289,NW_010973187.1,18779571,18791624,+,12054,19,295,11,3,11,0,2,9,5,2,5,0,3,1,7,4,10,3,3,0,3,11,12,7
UCN3,NW_010973187.1,18896713,18897189,+,477,0,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC104840232,NW_010973187.1,18904287,18906555,+,2269,5,55,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,2,2,1
LOC104840233,NW_010973187.1,18911035,18917717,-,6683,17,133,7,9,5,1,11,11,3,2,4,1,4,0,1,2,19,0,2,0,3,5,7,4
NET1,NW_010973187.1,18928342,18989616,+,61275,907,1012,1170,1348,759,17,1341,1002,756,150,234,173,467,270,455,76,551,359,1331,96,383,664,1743,364
LOC104840235,NW_010973187.1,18995758,18996207,+,450,0,24,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ASB13,NW_010973187.1,19007614,19017440,-,9827,569,269,392,565,1037,28,835,1073,420,106,119,45,572,389,388,206,554,539,790,67,416,330,737,511
FAM208B,NW_010973187.1,19039405,19072935,+,33531,2554,917,1625,1874,2548,38,2553,2799,1434,325,677,259,1206,793,1514,769,2392,1997,2160,210,1903,1669,2056,2151
GDI2,NW_010973187.1,19074347,19083101,-,8755,1811,347,1298,1622,1418,22,1219,1696,907,201,431,167,679,472,742,396,1369,1230,1356,124,1058,989,1487,1251
ANKRD16,NW_010973187.1,19094060,19113238,-,19179,486,543,361,428,925,9,680,1039,458,126,186,94,360,239,215,131,442,493,806,71,464,414,921,561
FBXO18,NW_010973187.1,19115410,19140465,+,25056,1603,622,1514,2692,1818,37,1755,2264,933,319,390,277,839,743,948,406,1237,1130,1625,191,892,2011,2441,1208
LOC104840239,NW_010973187.1,19143074,19148273,-,5200,763,183,604,689,1086,15,960,939,825,200,325,143,284,308,403,212,977,766,780,74,624,637,517,654
COPG2,NW_010973187.1,19170423,19194104,+,23682,6798,675,5901,5791,8161,88,5648,7044,4790,894,2167,650,3146,1886,3204,1629,6651,5478,7377,645,4884,3176,4492,4659
MEST,NW_010973187.1,19194107,19201031,-,6925,188,196,74,64,59,1,44,58,123,19,62,16,77,56,46,19,193,155,96,13,68,71,62,74
CEP41,NW_010973187.1,19201858,19212533,+,10676,64,216,42,34,63,0,31,52,44,10,20,3,30,34,22,19,50,47,54,5,44,41,61,32
LOC104840245,NW_010973187.1,19216497,19219709,-,3213,20,96,9,3,8,0,2,4,11,3,0,2,4,2,6,4,15,14,9,0,5,5,5,5
LOC104840246,NW_010973187.1,19220501,19224863,-,4363,7,110,1,1,1,0,0,1,4,1,0,0,1,1,0,1,7,5,4,0,4,3,4,1
CPA2,NW_010973187.1,19228402,19240211,-,11810,67,299,59,73,12,0,77,35,31,5,3,7,17,6,34,4,25,5,73,2,17,49,47,6
TMEM209,NW_010973187.1,19243696,19256562,+,12867,395,275,234,227,271,8,207,287,231,57,83,21,153,94,173,71,223,226,284,28,188,172,262,198
LOC104840291,NW_010973187.1,19257990,19263966,+,5977,45,157,7,6,3,0,5,8,16,5,8,4,8,1,6,2,54,18,18,1,14,14,6,7
KLHDC10,NW_010973187.1,19267628,19290805,-,23178,7703,708,4225,3927,6758,80,4012,4806,4476,834,2160,643,2613,1640,3096,1415,6613,5528,5741,504,4849,3047,4109,4421
ZC3HC1,NW_010973187.1,19292251,19348450,+,56200,24887,1932,25592,27200,35710,423,25824,32747,21025,4043,7639,2575,14735,9591,18074,7509,31885,26829,30036,2885,21887,15064,22563,18261
UBE2H,NW_010973187.1,19338187,19357602,+,19416,6423,368,6038,6557,9201,126,6325,7671,4647,903,1779,636,3960,2302,4573,1949,8388,6960,6678,581,5432,3628,6119,5481
LOC104840253,NW_010973187.1,19373816,19405460,-,31645,1866,695,1213,1247,1986,22,1180,1365,1182,245,535,194,802,543,949,430,1878,1549,1524,158,1265,1087,1600,1494
MOCS1,NW_010973188.1,93128,125859,+,32732,9003,884,7165,8475,11957,187,8805,10790,6483,1299,2713,1154,5043,2983,7774,3167,10744,9040,9111,766,7525,5949,10916,7663
DAAM2,NW_010973188.1,145550,320902,-,175353,435,3432,229,113,108,4,114,128,114,31,86,16,42,40,93,48,290,190,133,10,82,162,179,84
